DATE,TIME,CUSTOMERTYPE,PRODUCTCATEGORY,UNITPRICE,QUANTITY,TOTAL,FULLNAME,MONTH,YEAR,DAY_OF_WEEK,HOUR,REVENUE_PER_UNIT
"2023-11-04 05:50:00",22:45:39,Regular,Electronics,35.55,1,35.55,"Zara Xavier",November,2023,Saturday,22,35.55
"2024-11-23 23:25:00",03:29:13,Member,"Home & Kitchen",304.67,1,304.67,"Ishaan Agarwal",November,2024,Saturday,3,304.67
"2023-11-11 20:32:00",06:06:00,Regular,Electronics,326.66,2,653.32,"Gaurav Wadhwa",November,2023,Saturday,6,326.66
"2023-09-08 18:55:00",02:24:48,Member,"Home & Kitchen",258.6,3,775.8,"Avani Jain",September,2023,Friday,2,258.59999999999997
"2023-09-14 17:00:00",03:13:32,Regular,Grocery,38.31,3,114.93,"Diya Jain",September,2023,Thursday,3,38.31
"2023-10-31 11:44:00",03:42:26,Premium,Electronics,415.19,1,415.19,"Shreya Lal",October,2023,Tuesday,3,415.19
"2024-11-19 08:15:00",09:52:10,Premium,Clothing,121.96,1,121.96,"Tanvi Wadhwa",November,2024,Tuesday,9,121.96
"2023-04-02 21:29:00",08:01:09,Premium,"Home & Kitchen",324.69,2,649.38,"Diya Desai",April,2023,Sunday,8,324.69
"2024-09-05 20:25:00",18:48:04,Premium,Clothing,435.27,2,870.54,"Tanvi Wadhwa",September,2024,Thursday,18,435.27
"2023-04-03 12:56:00",11:47:32,Premium,Clothing,463.32,2,926.64,"Uday Rao",April,2023,Monday,11,463.32
"2024-12-03 04:00:00",22:24:14,Regular,"Beauty & Personal Care",113.97,3,341.91,"Gaurav Iyer",December,2024,Tuesday,22,113.97000000000001
"2023-06-25 06:37:00",20:08:03,Regular,"Beauty & Personal Care",166.71,3,500.13,"Gaurav Patel",June,2023,Sunday,20,166.71
"2024-04-11 21:28:00",15:35:50,Member,Electronics,135.26,5,676.3,"Bhavesh Verma",April,2024,Thursday,15,135.26
"2023-05-28 20:49:00",03:59:30,Regular,"Beauty & Personal Care",137.14,3,411.42,"Tanvi Lal",May,2023,Sunday,3,137.14000000000001
"2024-08-23 20:25:00",09:34:25,Member,Electronics,459.19,5,2295.95,"Priya Rao",August,2024,Friday,9,459.18999999999994
"2024-04-18 16:47:00",09:47:22,Member,"Beauty & Personal Care",344.72,5,1723.6,"Jai Gupta",April,2024,Thursday,9,344.71999999999997
"2024-06-25 05:52:00",10:17:43,Member,Electronics,232.6,3,697.8,"Ishaan Jain",June,2024,Tuesday,10,232.6
"2024-01-10 14:21:00",12:35:50,Regular,Electronics,357.62,2,715.24,"Yash Agarwal",January,2024,Wednesday,12,357.62
"2023-09-25 22:07:00",22:03:30,Member,Clothing,363.39,3,1090.17,"Rohan Sharma",September,2023,Monday,22,363.39000000000004
"2023-04-14 22:41:00",11:01:46,Member,Grocery,91.37,1,91.37,"Priya Desai",April,2023,Friday,11,91.37
"2023-09-18 01:52:00",23:26:13,Regular,"Home & Kitchen",93.75,5,468.75,"Krishna Wadhwa",September,2023,Monday,23,93.75
"2023-05-21 13:30:00",01:46:22,Premium,"Home & Kitchen",424.81,2,849.62,"Nandini Singh",May,2023,Sunday,1,424.81
"2023-06-04 05:02:00",07:37:43,Premium,"Home & Kitchen",278.31,5,1391.55,"Nandini Khanna",June,2023,Sunday,7,278.31
"2024-03-17 00:13:00",12:13:02,Member,Clothing,90.96,2,181.92,"Diya Zutshi",March,2024,Sunday,12,90.96
"2024-11-22 21:36:00",20:55:40,Member,"Beauty & Personal Care",209.9,5,1049.5,"Diya Xavier",November,2024,Friday,20,209.9
"2024-02-02 23:42:00",20:53:23,Regular,Clothing,454.87,4,1819.48,"Jai Yadav",February,2024,Friday,20,454.87
"2024-06-28 19:34:00",14:27:00,Member,Grocery,446.97,1,446.97,"Shreya Lal",June,2024,Friday,14,446.97
"2024-10-18 05:54:00",16:40:38,Regular,"Beauty & Personal Care",352.93,5,1764.65,"Zara Wadhwa",October,2024,Friday,16,352.93
"2024-10-13 23:40:00",12:13:53,Regular,"Home & Kitchen",72.78,2,145.56,"Vaibhav Yadav",October,2024,Sunday,12,72.78
"2024-10-19 17:00:00",13:44:50,Member,"Beauty & Personal Care",322.44,2,644.88,"Nandini Chauhan",October,2024,Saturday,13,322.44
"2023-11-04 11:23:00",02:09:34,Regular,"Home & Kitchen",148.67,3,446.01,"Priya Lal",November,2023,Saturday,2,148.67
"2024-07-25 20:25:00",21:08:08,Regular,Grocery,125.89,5,629.45,"Nandini Sharma",July,2024,Thursday,21,125.89000000000001
"2023-09-16 05:57:00",04:35:39,Member,Electronics,243.29,1,243.29,"Zara Gupta",September,2023,Saturday,4,243.29
"2024-11-09 06:30:00",01:06:47,Regular,"Beauty & Personal Care",458.83,3,1376.49,"Aakash Verma",November,2024,Saturday,1,458.83
"2024-10-27 16:05:00",19:19:25,Premium,"Home & Kitchen",454.78,4,1819.12,"Vaibhav Xavier",October,2024,Sunday,19,454.78
"2023-09-15 11:36:00",09:25:35,Regular,"Beauty & Personal Care",39.31,2,78.62,"Rohan Jain",September,2023,Friday,9,39.31
"2023-10-31 15:41:00",15:16:28,Member,Clothing,303.05,2,606.1,"Aakash Xavier",October,2023,Tuesday,15,303.05
"2023-11-05 00:59:00",23:37:12,Member,Electronics,321.01,3,963.03,"Tanvi Wadhwa",November,2023,Sunday,23,321.01
"2023-09-25 17:33:00",13:15:52,Premium,Electronics,397.41,4,1589.64,"Shreya Agarwal",September,2023,Monday,13,397.41
"2023-12-31 09:13:00",14:22:09,Premium,Clothing,272.65,5,1363.25,"Eeshaan Chauhan",December,2023,Sunday,14,272.65
"2024-08-21 05:12:00",18:03:36,Regular,Electronics,362.4,1,362.4,"Yash Wadhwa",August,2024,Wednesday,18,362.4
"2023-04-13 11:28:00",17:08:22,Regular,Grocery,419.19,4,1676.76,"Tanvi Mehta",April,2023,Thursday,17,419.19
"2024-02-16 19:28:00",06:14:05,Member,"Beauty & Personal Care",381.84,3,1145.52,"Krishna Mehta",February,2024,Friday,6,381.84
"2024-07-26 21:18:00",22:57:25,Premium,Clothing,496.98,4,1987.92,"Jai Mehta",July,2024,Friday,22,496.98
"2024-06-11 19:15:00",03:46:58,Member,"Home & Kitchen",436.97,3,1310.91,"Zara Iyer",June,2024,Tuesday,3,436.97
"2023-11-14 04:14:00",11:20:47,Premium,Electronics,71.83,1,71.83,"Lakshmi Desai",November,2023,Tuesday,11,71.83
"2024-05-30 17:43:00",17:28:43,Premium,"Home & Kitchen",203.46,1,203.46,"Gaurav Desai",May,2024,Thursday,17,203.46
"2024-04-05 07:56:00",06:48:09,Member,"Home & Kitchen",282.22,4,1128.88,"Shreya Mehta",April,2024,Friday,6,282.22
"2023-06-13 22:00:00",04:29:43,Premium,"Home & Kitchen",16.42,4,65.68,"Eeshaan Mehta",June,2023,Tuesday,4,16.42
"2023-04-21 01:00:00",13:05:18,Regular,Clothing,481.02,4,1924.08,"Ishaan Zutshi",April,2023,Friday,13,481.02
"2023-08-18 12:42:00",15:14:28,Premium,Grocery,486.15,2,972.3,"Yash Khanna",August,2023,Friday,15,486.15
"2023-12-15 04:38:00",19:55:59,Member,"Beauty & Personal Care",454.2,4,1816.8,"Nandini Mehta",December,2023,Friday,19,454.2
"2023-11-16 04:37:00",13:01:26,Member,Electronics,424.6,2,849.2,"Mahesh Khanna",November,2023,Thursday,13,424.6
"2023-05-25 06:37:00",03:58:59,Member,Electronics,69.83,5,349.15,"Eeshaan Rao",May,2023,Thursday,3,69.83
"2023-09-29 09:14:00",22:46:54,Member,"Beauty & Personal Care",417.53,2,835.06,"Lakshmi Verma",September,2023,Friday,22,417.53
"2023-01-02 04:18:00",10:39:51,Premium,"Home & Kitchen",84.1,1,84.1,"Lakshmi Patel",January,2023,Monday,10,84.1
"2024-03-03 18:06:00",17:41:23,Premium,Grocery,229.59,5,1147.95,"Rohan Jain",March,2024,Sunday,17,229.59
"2024-10-16 04:57:00",19:36:06,Premium,"Beauty & Personal Care",215.66,4,862.64,"Lakshmi Xavier",October,2024,Wednesday,19,215.66
"2023-03-05 09:09:00",13:07:17,Member,"Home & Kitchen",289.02,4,1156.08,"Eeshaan Patel",March,2023,Sunday,13,289.02
"2024-10-14 15:08:00",04:16:14,Premium,Grocery,292.66,5,1463.3,"Mahesh Iyer",October,2024,Monday,4,292.65999999999997
"2024-03-14 01:28:00",07:02:42,Regular,Clothing,254.74,3,764.22,"Mahesh Verma",March,2024,Thursday,7,254.74
"2024-07-29 09:02:00",21:17:34,Premium,Clothing,137.94,5,689.7,"Bhavesh Rao",July,2024,Monday,21,137.94
"2023-12-06 19:21:00",07:32:30,Premium,Clothing,307.74,4,1230.96,"Uday Sharma",December,2023,Wednesday,7,307.74
"2024-08-23 15:39:00",15:27:21,Regular,"Home & Kitchen",298.72,5,1493.6,"Uday Xavier",August,2024,Friday,15,298.71999999999997
"2024-03-23 15:29:00",04:50:25,Member,"Beauty & Personal Care",237.81,1,237.81,"Yash Desai",March,2024,Saturday,4,237.81
"2024-05-04 14:44:00",18:41:44,Premium,Clothing,76.4,1,76.4,"Aakash Xavier",May,2024,Saturday,18,76.4
"2023-03-27 17:01:00",07:31:07,Regular,Clothing,154.06,1,154.06,"Lakshmi Bhatia",March,2023,Monday,7,154.06
"2024-03-10 01:33:00",11:20:39,Regular,"Home & Kitchen",75.02,5,375.1,"Tanvi Xavier",March,2024,Sunday,11,75.02000000000001
"2023-11-11 17:10:00",02:45:32,Premium,"Beauty & Personal Care",35.51,1,35.51,"Jai Iyer",November,2023,Saturday,2,35.51
"2024-09-26 00:31:00",11:18:12,Member,Grocery,348.23,5,1741.15,"Mahesh Desai",September,2024,Thursday,11,348.23
"2023-11-02 00:45:00",19:27:07,Regular,Electronics,113.57,5,567.85,"Rohan Jain",November,2023,Thursday,19,113.57000000000001
"2023-08-26 16:37:00",16:36:48,Member,"Home & Kitchen",360.45,3,1081.35,"Mahesh Mehta",August,2023,Saturday,16,360.45
"2024-05-03 13:30:00",23:55:40,Premium,"Beauty & Personal Care",243.92,4,975.68,"Diya Khanna",May,2024,Friday,23,243.92
"2024-12-13 06:28:00",03:50:45,Member,Electronics,209.11,3,627.33,"Ishaan Sharma",December,2024,Friday,3,209.11
"2023-11-26 03:55:00",21:03:35,Premium,Electronics,204.57,3,613.71,"Lakshmi Sharma",November,2023,Sunday,21,204.57000000000002
"2023-01-31 14:27:00",00:11:05,Premium,Clothing,175.6,5,878,"Bhavesh Mehta",January,2023,Tuesday,0,175.6
"2023-12-12 03:07:00",14:34:26,Premium,"Home & Kitchen",39.06,2,78.12,"Vaibhav Wadhwa",December,2023,Tuesday,14,39.06
"2023-02-16 14:00:00",09:44:26,Member,Electronics,24.19,2,48.38,"Rohan Yadav",February,2023,Thursday,9,24.19
"2024-08-04 16:58:00",14:58:19,Premium,Grocery,451.01,3,1353.03,"Bhavesh Xavier",August,2024,Sunday,14,451.01
"2024-11-14 12:29:00",00:24:04,Member,Electronics,55.27,4,221.08,"Ishaan Gupta",November,2024,Thursday,0,55.27
"2024-05-12 18:44:00",16:15:47,Premium,Clothing,252.97,3,758.91,"Yash Rao",May,2024,Sunday,16,252.97
"2024-04-05 00:22:00",03:56:34,Premium,Electronics,92.86,5,464.3,"Avani Lal",April,2024,Friday,3,92.86
"2024-09-12 09:16:00",03:28:24,Premium,Electronics,389.7,5,1948.5,"Nandini Sharma",September,2024,Thursday,3,389.7
"2023-09-10 07:37:00",23:20:43,Regular,"Home & Kitchen",166.74,4,666.96,"Vaibhav Agarwal",September,2023,Sunday,23,166.74
"2024-10-27 10:58:00",20:49:00,Regular,"Beauty & Personal Care",263.96,1,263.96,"Shreya Patel",October,2024,Sunday,20,263.96
"2024-10-02 03:40:00",12:09:31,Member,Clothing,253.91,1,253.91,"Aakash Khanna",October,2024,Wednesday,12,253.91
"2023-12-13 02:17:00",20:07:29,Premium,Clothing,476.31,1,476.31,"Eeshaan Zutshi",December,2023,Wednesday,20,476.31
"2023-02-01 22:44:00",19:21:55,Premium,Clothing,75.73,4,302.92,"Jai Wadhwa",February,2023,Wednesday,19,75.73
"2023-02-24 13:13:00",20:27:14,Premium,Electronics,14.31,2,28.62,"Ishaan Mehta",February,2023,Friday,20,14.31
"2023-10-23 06:43:00",15:41:46,Regular,"Beauty & Personal Care",261.2,3,783.6,"Diya Jain",October,2023,Monday,15,261.2
"2023-04-28 00:10:00",19:49:23,Member,Clothing,42.52,2,85.04,"Lakshmi Xavier",April,2023,Friday,19,42.52
"2023-08-18 17:15:00",00:35:34,Regular,Clothing,382.83,1,382.83,"Eeshaan Bhatia",August,2023,Friday,0,382.83
"2023-01-28 03:18:00",15:28:19,Regular,Clothing,187.15,4,748.6,"Rohan Chauhan",January,2023,Saturday,15,187.15
"2024-05-15 21:26:00",07:35:17,Regular,Clothing,36.35,2,72.7,"Priya Xavier",May,2024,Wednesday,7,36.35
"2023-06-26 05:18:00",10:11:13,Regular,Grocery,369.92,5,1849.6,"Tanvi Desai",June,2023,Monday,10,369.91999999999996
"2023-03-05 02:45:00",03:46:50,Member,"Beauty & Personal Care",360.06,1,360.06,"Tanvi Patel",March,2023,Sunday,3,360.06
"2024-12-28 11:29:00",18:37:53,Premium,Clothing,226.8,3,680.4,"Ishaan Jain",December,2024,Saturday,18,226.79999999999998
"2023-02-20 13:55:00",21:26:55,Regular,Electronics,414.5,4,1658,"Yash Kumar",February,2023,Monday,21,414.5
"2024-03-30 17:10:00",20:12:01,Premium,Clothing,481.81,3,1445.43,"Lakshmi Chauhan",March,2024,Saturday,20,481.81
"2024-12-03 05:32:00",09:05:33,Premium,"Home & Kitchen",362.29,2,724.58,"Nandini Mehta",December,2024,Tuesday,9,362.29
"2024-08-09 05:27:00",22:38:26,Premium,"Home & Kitchen",247.94,2,495.88,"Uday Lal",August,2024,Friday,22,247.94
"2023-05-27 23:15:00",09:21:03,Regular,"Home & Kitchen",179,5,895,"Avani Rao",May,2023,Saturday,9,179
"2023-08-20 06:21:00",20:55:11,Regular,Grocery,298.64,3,895.92,"Avani Iyer",August,2023,Sunday,20,298.64
"2024-11-23 12:53:00",23:09:22,Premium,Grocery,101.21,3,303.63,"Priya Sharma",November,2024,Saturday,23,101.21
"2023-10-07 00:08:00",02:23:27,Member,"Home & Kitchen",479.58,1,479.58,"Zara Rao",October,2023,Saturday,2,479.58
"2023-07-23 06:52:00",22:02:39,Premium,Electronics,177.73,1,177.73,"Rohan Chauhan",July,2023,Sunday,22,177.73
"2024-07-17 04:02:00",00:15:38,Premium,"Beauty & Personal Care",59.37,4,237.48,"Yash Sharma",July,2024,Wednesday,0,59.37
"2024-04-11 18:51:00",14:42:18,Premium,Clothing,300.45,4,1201.8,"Tanvi Bhatia",April,2024,Thursday,14,300.45
"2023-03-04 17:26:00",16:00:21,Premium,"Beauty & Personal Care",69.81,4,279.24,"Ishaan Mehta",March,2023,Saturday,16,69.81
"2024-03-12 09:06:00",06:21:39,Premium,"Home & Kitchen",310.81,4,1243.24,"Uday Khanna",March,2024,Tuesday,6,310.81
"2024-06-16 07:27:00",11:41:17,Regular,Grocery,69.41,5,347.05,"Priya Kumar",June,2024,Sunday,11,69.41
"2023-08-18 20:10:00",19:53:35,Member,"Home & Kitchen",482.69,4,1930.76,"Tanvi Gupta",August,2023,Friday,19,482.69
"2024-07-13 03:08:00",21:42:08,Premium,Grocery,86.42,2,172.84,"Priya Wadhwa",July,2024,Saturday,21,86.42
"2024-11-22 16:22:00",23:15:49,Premium,"Beauty & Personal Care",320.68,3,962.04,"Krishna Sharma",November,2024,Friday,23,320.68
"2024-06-03 18:47:00",17:22:35,Premium,Clothing,104.56,4,418.24,"Krishna Desai",June,2024,Monday,17,104.56
"2023-09-21 07:16:00",06:36:59,Member,"Beauty & Personal Care",326.1,3,978.3,"Mahesh Mehta",September,2023,Thursday,6,326.09999999999997
"2024-10-15 00:16:00",06:36:45,Member,Grocery,277.38,3,832.14,"Gaurav Verma",October,2024,Tuesday,6,277.38
"2023-03-10 09:31:00",06:15:16,Premium,"Home & Kitchen",417.81,3,1253.43,"Lakshmi Lal",March,2023,Friday,6,417.81
"2024-06-18 23:07:00",04:20:35,Member,Clothing,356.61,2,713.22,"Uday Jain",June,2024,Tuesday,4,356.61
"2023-01-14 15:33:00",07:22:18,Premium,Clothing,361.38,3,1084.14,"Lakshmi Gupta",January,2023,Saturday,7,361.38000000000005
"2023-11-27 06:32:00",21:20:41,Member,"Beauty & Personal Care",84.74,1,84.74,"Avani Gupta",November,2023,Monday,21,84.74
"2023-02-19 21:42:00",23:11:51,Member,"Beauty & Personal Care",282.46,2,564.92,"Priya Verma",February,2023,Sunday,23,282.46
"2023-02-02 08:04:00",07:27:03,Regular,"Home & Kitchen",40.07,4,160.28,"Avani Zutshi",February,2023,Thursday,7,40.07
"2024-03-19 06:22:00",21:04:36,Member,"Beauty & Personal Care",151.59,4,606.36,"Diya Verma",March,2024,Tuesday,21,151.59
"2023-11-29 23:22:00",23:35:45,Premium,"Home & Kitchen",182.72,4,730.88,"Shreya Agarwal",November,2023,Wednesday,23,182.72
"2023-02-08 11:44:00",07:49:35,Member,Grocery,478.03,4,1912.12,"Jai Yadav",February,2023,Wednesday,7,478.03
"2024-12-02 00:55:00",19:31:22,Premium,Grocery,331.4,4,1325.6,"Yash Jain",December,2024,Monday,19,331.4
"2023-09-25 08:01:00",12:50:24,Member,"Home & Kitchen",100.39,1,100.39,"Nandini Kumar",September,2023,Monday,12,100.39
"2023-10-19 06:48:00",21:26:31,Member,Clothing,251.14,5,1255.7,"Tanvi Kumar",October,2023,Thursday,21,251.14000000000001
"2023-12-04 06:48:00",17:50:22,Member,"Beauty & Personal Care",62.15,4,248.6,"Aakash Bhatia",December,2023,Monday,17,62.15
"2024-06-26 07:00:00",11:08:36,Member,"Beauty & Personal Care",28.49,5,142.45,"Avani Desai",June,2024,Wednesday,11,28.49
"2024-03-18 10:14:00",10:11:48,Premium,Grocery,224.83,1,224.83,"Lakshmi Sharma",March,2024,Monday,10,224.83
"2024-09-17 20:40:00",07:59:12,Member,"Home & Kitchen",354.04,3,1062.12,"Tanvi Wadhwa",September,2024,Tuesday,7,354.03999999999996
"2025-01-02 02:33:00",05:45:55,Regular,Clothing,457.77,5,2288.85,"Tanvi Singh",January,2025,Thursday,5,457.77
"2024-10-26 21:22:00",00:48:30,Regular,Grocery,54.2,4,216.8,"Rohan Xavier",October,2024,Saturday,0,54.2
"2023-05-28 21:00:00",17:01:17,Regular,Clothing,479.93,5,2399.65,"Bhavesh Kumar",May,2023,Sunday,17,479.93
"2023-05-16 05:01:00",09:58:12,Premium,Clothing,304.57,5,1522.85,"Vaibhav Gupta",May,2023,Tuesday,9,304.57
"2023-01-30 23:59:00",10:40:34,Member,"Beauty & Personal Care",280.29,2,560.58,"Avani Desai",January,2023,Monday,10,280.29
"2023-09-12 08:40:00",15:49:13,Premium,Clothing,379.54,2,759.08,"Uday Agarwal",September,2023,Tuesday,15,379.54
"2024-12-03 13:35:00",19:40:54,Premium,Clothing,96.64,3,289.92,"Bhavesh Xavier",December,2024,Tuesday,19,96.64
"2023-01-03 02:38:00",03:26:10,Premium,Clothing,487.31,4,1949.24,"Vaibhav Zutshi",January,2023,Tuesday,3,487.31
"2023-03-27 10:47:00",05:16:02,Member,"Home & Kitchen",379.41,5,1897.05,"Ishaan Chauhan",March,2023,Monday,5,379.40999999999997
"2023-09-08 18:33:00",06:08:03,Member,Grocery,263.32,4,1053.28,"Rohan Verma",September,2023,Friday,6,263.32
"2024-11-11 17:22:00",12:37:18,Member,Grocery,206.52,5,1032.6,"Aakash Khanna",November,2024,Monday,12,206.51999999999998
"2023-12-18 03:44:00",23:25:37,Premium,"Beauty & Personal Care",342.59,3,1027.77,"Zara Kumar",December,2023,Monday,23,342.59
"2023-08-22 04:28:00",05:17:42,Member,"Beauty & Personal Care",203.22,1,203.22,"Zara Zutshi",August,2023,Tuesday,5,203.22
"2023-07-03 00:05:00",10:25:25,Regular,"Beauty & Personal Care",169.42,5,847.1,"Ishaan Jain",July,2023,Monday,10,169.42000000000002
"2024-01-13 17:55:00",20:25:04,Regular,"Beauty & Personal Care",214.17,1,214.17,"Diya Patel",January,2024,Saturday,20,214.17
"2023-09-03 08:49:00",16:21:13,Regular,Electronics,485.3,3,1455.9,"Ishaan Mehta",September,2023,Sunday,16,485.3
"2023-05-01 05:09:00",01:00:48,Premium,Electronics,430.49,4,1721.96,"Bhavesh Gupta",May,2023,Monday,1,430.49
"2023-10-28 22:57:00",01:52:14,Premium,Electronics,372.85,1,372.85,"Shreya Jain",October,2023,Saturday,1,372.85
"2023-02-23 12:27:00",05:54:08,Premium,Electronics,455.44,5,2277.2,"Gaurav Khanna",February,2023,Thursday,5,455.43999999999994
"2024-03-26 05:43:00",12:13:45,Premium,Electronics,384.76,4,1539.04,"Avani Desai",March,2024,Tuesday,12,384.76
"2024-02-22 04:00:00",23:50:41,Premium,Grocery,82.14,4,328.56,"Priya Singh",February,2024,Thursday,23,82.14
"2024-06-12 22:40:00",10:48:32,Member,Electronics,372.16,1,372.16,"Tanvi Yadav",June,2024,Wednesday,10,372.16
"2024-12-13 12:03:00",10:47:40,Premium,"Beauty & Personal Care",254.82,2,509.64,"Uday Singh",December,2024,Friday,10,254.82
"2024-05-12 22:46:00",18:30:13,Regular,Electronics,42.19,5,210.95,"Yash Agarwal",May,2024,Sunday,18,42.19
"2024-05-06 05:17:00",21:19:15,Premium,Clothing,176.08,1,176.08,"Shreya Xavier",May,2024,Monday,21,176.08
"2023-02-22 11:28:00",13:21:03,Premium,"Home & Kitchen",344.54,3,1033.62,"Aakash Zutshi",February,2023,Wednesday,13,344.53999999999996
"2024-11-21 08:32:00",19:48:22,Premium,Electronics,189.4,2,378.8,"Shreya Sharma",November,2024,Thursday,19,189.4
"2024-07-05 17:23:00",12:41:37,Premium,Electronics,442.6,1,442.6,"Yash Iyer",July,2024,Friday,12,442.6
"2023-10-13 12:52:00",04:27:05,Regular,"Home & Kitchen",413.75,1,413.75,"Lakshmi Agarwal",October,2023,Friday,4,413.75
"2024-03-28 10:29:00",10:07:52,Regular,"Home & Kitchen",129.86,3,389.58,"Mahesh Rao",March,2024,Thursday,10,129.85999999999999
"2024-10-17 07:41:00",18:38:13,Regular,Grocery,142.92,4,571.68,"Priya Bhatia",October,2024,Thursday,18,142.92
"2023-08-10 13:00:00",04:51:53,Premium,Grocery,499.03,2,998.06,"Ishaan Singh",August,2023,Thursday,4,499.03
"2024-06-13 09:06:00",03:17:57,Member,Grocery,491.81,3,1475.43,"Krishna Chauhan",June,2024,Thursday,3,491.81
"2023-05-18 06:12:00",15:44:01,Member,Electronics,183.51,3,550.53,"Bhavesh Yadav",May,2023,Thursday,15,183.51
"2024-03-14 08:40:00",13:18:52,Regular,"Beauty & Personal Care",187.35,1,187.35,"Eeshaan Iyer",March,2024,Thursday,13,187.35
"2023-03-04 07:33:00",12:58:03,Member,Electronics,126.75,2,253.5,"Uday Xavier",March,2023,Saturday,12,126.75
"2023-11-21 12:51:00",08:05:10,Member,"Beauty & Personal Care",128.3,4,513.2,"Aakash Sharma",November,2023,Tuesday,8,128.3
"2023-08-23 03:21:00",15:04:20,Premium,"Beauty & Personal Care",190.11,2,380.22,"Rohan Xavier",August,2023,Wednesday,15,190.11
"2023-10-17 19:58:00",10:58:24,Member,Grocery,13.91,4,55.64,"Aakash Xavier",October,2023,Tuesday,10,13.91
"2023-01-24 17:26:00",16:56:48,Premium,"Home & Kitchen",89.12,4,356.48,"Gaurav Verma",January,2023,Tuesday,16,89.12
"2023-06-10 10:23:00",10:07:07,Member,Electronics,416.65,4,1666.6,"Krishna Zutshi",June,2023,Saturday,10,416.65
"2023-01-02 03:02:00",22:23:29,Member,Electronics,282.33,5,1411.65,"Aakash Jain",January,2023,Monday,22,282.33000000000004
"2024-05-19 00:16:00",12:57:52,Member,"Home & Kitchen",495.95,2,991.9,"Ishaan Zutshi",May,2024,Sunday,12,495.95
"2024-01-30 05:53:00",13:01:09,Regular,Grocery,350.13,3,1050.39,"Rohan Patel",January,2024,Tuesday,13,350.13000000000005
"2024-10-26 12:58:00",10:09:46,Member,"Home & Kitchen",204.76,4,819.04,"Aakash Chauhan",October,2024,Saturday,10,204.76
"2023-09-23 08:48:00",15:45:59,Member,Clothing,165.65,3,496.95,"Ishaan Patel",September,2023,Saturday,15,165.65
"2024-06-24 07:54:00",05:22:01,Premium,Grocery,150.8,5,754,"Diya Gupta",June,2024,Monday,5,150.8
"2024-07-24 18:00:00",03:58:23,Regular,Grocery,424.32,1,424.32,"Avani Zutshi",July,2024,Wednesday,3,424.32
"2024-03-11 22:13:00",07:43:31,Premium,"Beauty & Personal Care",16.1,5,80.5,"Aakash Lal",March,2024,Monday,7,16.1
"2023-03-11 20:39:00",12:12:20,Premium,"Beauty & Personal Care",358.63,4,1434.52,"Eeshaan Chauhan",March,2023,Saturday,12,358.63
"2023-10-04 09:05:00",00:48:21,Member,"Home & Kitchen",45.72,3,137.16,"Ishaan Kumar",October,2023,Wednesday,0,45.72
"2024-08-23 22:17:00",20:14:22,Member,"Beauty & Personal Care",35.41,1,35.41,"Yash Rao",August,2024,Friday,20,35.41
"2024-10-22 05:31:00",01:02:32,Premium,Grocery,144.29,4,577.16,"Avani Rao",October,2024,Tuesday,1,144.29
"2024-02-27 12:31:00",17:29:13,Premium,"Home & Kitchen",149.55,5,747.75,"Bhavesh Jain",February,2024,Tuesday,17,149.55
"2023-03-29 12:37:00",16:21:18,Member,Electronics,197.37,3,592.11,"Uday Rao",March,2023,Wednesday,16,197.37
"2024-01-29 18:50:00",12:21:30,Premium,Grocery,345.58,5,1727.9,"Gaurav Mehta",January,2024,Monday,12,345.58000000000004
